Product Name,Quantity,Avg. SP,Curr. SP,Retail Value,Ratio,Department
WRIG EX S FREE S/MINT 10P 15G,300.00,0.85,0.85,255.00,0.06%,Confectionry
WRIG EX SOFT CHEW BUB GUM 25G,11.00,1.20,1.20,13.20,0.00%,Confectionry
WRIG EX SOFT CHEW P/MINT 25G,36.00,1.15,1.15,41.40,0.01%,Confectionry
WRIG EX SOFT CHEW S/BERRY 25G,19.00,1.00,1.00,19.00,0.00%,Confectionry
WRIG EX SOFT CHEW SP/MINT 25G,19.00,1.15,1.15,21.85,0.01%,Confectionry
WRIG EXS FREE BUBBLE 10PC 14G,80.00,0.85,0.85,68.00,0.02%,Confectionry
WRIG EXS FREE ICE S/MINT 15G,96.00,0.90,0.90,86.40,0.02%,Confectionry
WRIG JUICY FRUIT STICK 7P 18G,11.00,0.75,0.75,8.25,0.00%,Confectionry
WRIG WHITE BOTTLE 46PC 64G,98.00,3.00,3.00,294.00,0.07%,Confectionry
WRIG WHT BUB MINT BOT46PC 64G,48.00,3.00,3.00,144.00,0.03%,Confectionry
CAD BUNNY MOUSSE 30G   33,8.00,0.95,1.00,7.60,0.00%,Confectionry
CAD STARBAR STD BAR 49G,281.00,1.17,1.30,328.77,0.08%,Confectionry
CAD TIME OUT WAFER 21.2G,112.00,1.00,1.00,112.00,0.03%,Confectionry
CAD WISPA BAR 36G,169.00,1.30,1.40,219.70,0.05%,Confectionry
CAD WISPA DUO 51G,137.00,1.45,1.45,198.65,0.05%,Confectionry
CAD WISPA GOLD 48G,102.00,1.30,1.30,132.60,0.03%,Confectionry
GALAXY MILK CHOC 75G,101.00,1.45,1.60,146.45,0.03%,Confectionry
KINDER JOY T1 EASTER 21G,347.00,1.34,1.50,465.50,0.11%,Confectionry
KIT KAT 4 FINGER REGULAR 41.5G,175.00,0.96,1.25,167.90,0.04%,Confectionry
LINDOR TREATBAR MILK 38G,70.00,1.39,1.39,97.30,0.02%,Confectionry
MAYNARD WINE GUM ROLL 52G,76.00,1.10,1.10,83.60,0.02%,Confectionry
DORITOS CHILLI HEATWAVE 180G,74.00,2.74,3.00,203.00,0.05%,Confectionry
DORITOS COOL ORIGINAL 180G,39.00,2.42,3.00,94.52,0.02%,Confectionry
DORITOS COOL ORIGINAL 40G,19.00,1.20,1.30,22.80,0.01%,Confectionry
DORITOS EXTREME CHILLI 40G,58.00,1.20,1.30,69.60,0.02%,Confectionry
DORITOS TANGY CHEESE 180G,29.00,2.83,3.00,82.00,0.02%,Confectionry
FF DRY ROASTED PEANUTS 55G,12.00,1.00,1.00,12.00,0.00%,Confectionry
FF H ROAST PEANUTS&CASHEW 35G,18.00,1.00,1.00,18.00,0.00%,Confectionry
FF NATURAL CASHEWS 38G,22.00,1.00,1.00,22.00,0.01%,Confectionry
FF PEANUTS CHOCOLATE 80G,21.00,1.00,1.00,21.00,0.01%,Confectionry
FF PEANUTS&RAISINS YOGHUR 80G,16.00,1.00,1.00,16.00,0.00%,Confectionry
FF PISTACHIOS CALIFORNIAN 40G,4.00,1.00,1.00,4.00,0.00%,Confectionry
FF RAISINS CHOCOLATE 80G,8.00,1.00,1.00,8.00,0.00%,Confectionry
FF YOGURT CRANBERRIES 60G,4.00,1.00,1.00,4.00,0.00%,Confectionry
HUNKY DORY C&O 6PK 2 150G,28.00,2.00,2.00,56.00,0.01%,Confectionry
HUNKY DORY CRISP BUFFALO 135G,17.00,2.85,2.90,48.45,0.01%,Confectionry
HUNKY DORY CRISP BUFFALO 45G,145.00,1.20,1.25,174.00,0.04%,Confectionry
HUNKY DORY CRISP CHE&ONIO 135G,16.00,2.85,2.90,45.60,0.01%,Confectionry
HUNKY DORY CRISP CHSE&ONI 45G,250.00,1.20,1.25,300.00,0.07%,Confectionry
HUNKY DORY CRISP S CRE ON 45G,159.00,1.20,1.25,190.80,0.05%,Confectionry
HUNKY DORY CRISP SAL&VIN 45G,179.00,1.20,1.25,214.80,0.05%,Confectionry
HUNKY DORY CRISP SAL&VINE 135G,19.00,2.85,2.90,54.15,0.01%,Confectionry
HUNKY DORY CRISP SOUR CRE 135G,12.00,2.85,2.90,34.20,0.01%,Confectionry
KEOGHS CHORIZO&TOMATO 50G,13.00,1.30,1.30,16.90,0.00%,Confectionry
KEOGHS MATURE IRISH C&O 125G,8.00,2.00,3.10,16.00,0.00%,Confectionry
KEOGHS MATURE IRISH C&O 50G,60.00,1.29,1.29,77.40,0.02%,Confectionry
KEOGHS SALT & VINEGAR 125G,11.00,2.00,3.10,22.00,0.01%,Confectionry
KEOGHS SALT & VINEGAR 50G,33.00,1.29,1.29,42.57,0.01%,Confectionry
KEOGHS SEA SALT 125G,19.00,2.00,3.10,38.00,0.01%,Confectionry
KEOGHS SEA SALT 50G,14.00,1.19,1.29,16.66,0.00%,Confectionry
KEOGHS SWEET CHILLI 125G,12.00,2.00,3.10,24.00,0.01%,Confectionry
KEOGHS SWEET CHILLI 50G,12.00,1.19,1.19,14.28,0.00%,Confectionry
KING CRISP CHEESE & ONION 35G,582.00,1.00,1.15,582.00,0.14%,Confectionry
KP HULA HOOP BBQ 34G,174.00,0.98,0.98,170.52,0.04%,Confectionry
KP HULA HOOP ORIGINAL 34G,141.00,0.98,0.98,138.18,0.03%,Confectionry
KP HULA HOOP SALT&VIN 34G,45.00,0.98,0.98,44.10,0.01%,Confectionry
KP MEANIES 120G,21.00,2.50,2.80,52.50,0.01%,Confectionry
KP MEANIES 9PK 2.00 153G,5.00,2.00,2.00,10.00,0.00%,Confectionry
KP MEGA MEANIES 30G,83.00,0.85,0.90,70.55,0.02%,Confectionry
KP RANCHEROS 110G,23.00,2.70,2.80,62.10,0.01%,Confectionry
KP RANCHEROS 7PK 2.00 140G,23.00,2.00,2.00,46.00,0.01%,Confectionry
KP RANCHEROS IMPULSE 25G,123.00,0.90,0.95,110.70,0.03%,Confectionry
KP SKIPS 7PK 2.00 119G,24.00,2.00,2.00,48.00,0.01%,Confectionry
KP SKIPS 85G,23.00,2.70,2.80,62.10,0.01%,Confectionry
KP SKIPS IMPULSE 17G,68.00,0.85,0.90,57.80,0.01%,Confectionry
MANHATTAN POPCORN CHEESE 30G,128.00,0.75,0.90,96.00,0.02%,Confectionry
MANHATTAN POPCORN SALTED 30G,259.00,0.70,0.75,181.30,0.04%,Confectionry
MCCOYS FLAMEGRILLED STEAK 47.5,72.00,1.15,1.30,82.80,0.02%,Confectionry
MCCOYS SALT&VINEGAR 47.5G,34.00,1.20,1.30,40.80,0.01%,Confectionry
O DONNELLS BALLYMALOE 50G,82.00,1.20,1.20,98.40,0.02%,Confectionry
O DONNELLS CRISP C&O 50G,149.00,1.20,1.20,178.80,0.04%,Confectionry
O DONNELLS CRISP S&V 50G,114.00,1.20,1.20,136.80,0.03%,Confectionry
O DONNELLS CRISP SALT VIN 125G,24.00,1.50,2.80,36.00,0.01%,Confectionry
PERRI HOT LIPS 45G,24.00,1.00,1.00,24.00,0.01%,Confectionry
PERRI RINGS ONION 45G,120.00,0.95,1.00,114.00,0.03%,Confectionry
PERRI RINGS SPICY 45G,69.00,0.95,1.00,65.55,0.02%,Confectionry
PERRI RINGS SPICY 50G,10.00,2.49,2.49,24.90,0.01%,Confectionry
PERRI RINGS THAI 45G,128.00,1.00,1.00,128.00,0.03%,Confectionry
PRINGLE BBQ 200G  19,7.00,2.25,2.25,15.75,0.00%,Confectionry
PRINGLE CHEESE&ONION 200G  19,50.00,2.25,2.25,112.50,0.03%,Confectionry
PRINGLE ORIGINAL 200G  19,37.00,2.25,2.25,83.25,0.02%,Confectionry
PRINGLE POP GO BBQ 40G,11.00,1.35,1.10,14.85,0.00%,Confectionry
PRINGLE POP GO SALT VINE 40G,5.00,1.35,1.10,6.75,0.00%,Confectionry
PRINGLE POP GO SOU CREAM 40G,13.00,1.35,1.10,17.55,0.00%,Confectionry
PRINGLE PRAWN COCTAIL 200G  19,5.00,2.25,2.25,11.25,0.00%,Confectionry
PRINGLE SALT&VINEGAR 200G  19,61.00,2.25,2.25,137.25,0.03%,Confectionry
PRINGLE SOUR CRM&ONION 200G  1,93.00,2.25,2.25,209.25,0.05%,Confectionry
SPAR SEL CRISP S&V 150G,9.00,1.80,2.40,16.20,0.00%,Confectionry
SPAR TORTILLA CHEESE 200G,11.00,1.89,1.89,20.79,0.00%,Confectionry
TAYTO 4 CASE PROMO HOD 35G,427.00,0.68,0.65,290.20,0.07%,Confectionry
TAYTO BISTRO CHEESE&ONION 50G,53.00,1.10,1.20,58.30,0.01%,Confectionry
TAYTO BISTRO CHEESE/ONION 135G,14.00,2.65,2.59,37.10,0.01%,Confectionry
TAYTO BUMP BUN 12PK 3 216G,16.00,3.00,3.00,48.00,0.01%,Confectionry
TAYTO CHICKATEES 8PK 2 136G,19.00,2.00,2.00,38.00,0.01%,Confectionry
TAYTO CRISP SALT/VINEGAR 35G,167.00,0.71,0.65,117.80,0.03%,Confectionry
TAYTO CRISP SMOKEY BACON 35G,79.00,0.72,0.65,56.60,0.01%,Confectionry
TAYTO JONNIE ONION RINGS 32G,70.00,0.90,0.90,63.00,0.01%,Confectionry
TAYTO MIGHTY MUNCH 32G,156.00,0.90,0.90,140.40,0.03%,Confectionry
TAYTO RIPPLE SC&O 40G 40G,61.00,1.10,1.20,67.10,0.02%,Confectionry
TAYTO SNAX C&O 22G,174.00,0.85,0.85,147.90,0.03%,Confectionry
TAYTO TREBLE CRUNCH C/O 20G,142.00,0.95,1.00,134.90,0.03%,Confectionry
TAYTO VELVET CRUNCH 20G,31.00,0.95,1.00,29.45,0.01%,Confectionry
TAYTO WAFFLES 35G,137.00,0.90,0.90,123.30,0.03%,Confectionry
TAYTO WHEELIES 8PK 2 160G,9.00,2.00,2.00,18.00,0.00%,Confectionry
WALKER SEN CHILLI 40G,60.00,1.20,1.20,72.00,0.02%,Confectionry
WALKER SEN NUTS MEX CHILL 150G,18.00,2.99,2.99,53.82,0.01%,Confectionry
WALKERS BAKED CH & ON 37.5G,64.00,0.85,0.90,54.40,0.01%,Confectionry
WALKERS CHEESE ONION 32.5G  4,127.00,0.96,0.95,122.05,0.03%,Confectionry
WALKERS CRISP CH & ON 6PK 150G,16.00,2.35,2.35,37.60,0.01%,Confectionry
WALKERS MAX C&O 50G   24,94.00,1.30,1.30,122.20,0.03%,Confectionry
WALKERS PRAWN COCKTAIL 32.5G,34.00,0.86,0.95,29.10,0.01%,Confectionry
WALKERS READY SALTED 32.5G  4,45.00,1.15,0.95,51.75,0.01%,Confectionry
WALKERS SALT VINEGAR 32.5G  4,58.00,0.97,0.95,56.20,0.01%,Confectionry
CAD CREME EGG 39G,585.00,0.95,0.95,555.75,0.13%,Confectionry
CAD EGG CARAMEL FILLED 39G,12.00,1.00,1.00,12.00,0.00%,Confectionry
GALAXY GOLDEN EGGS BAG 80G,119.00,1.99,1.95,236.81,0.06%,Confectionry
KINDER CHOC FLUFFY TOYS 74G,4.00,6.99,6.99,27.96,0.01%,Confectionry
KINDER SURPISE EGG EASTER 100G,4.00,7.95,7.95,31.80,0.01%,Confectionry
KINDER SURPRISE T3 60G,7.00,3.65,4.00,25.55,0.01%,Confectionry
REESES REESTER BUNNY 141G,3.00,6.00,6.99,18.00,0.00%,Confectionry
SMARTIES EGG MEDIUM 122G,2.00,1.79,1.79,3.58,0.00%,Confectionry
AERO BUBBLES MILK BAG 113G,29.00,2.14,2.70,62.20,0.01%,Confectionry
AERO BUBBLES MINT BAG 113G,19.00,2.18,2.70,41.50,0.01%,Confectionry
CAD BOOST BITES POUCH 108G,46.00,2.00,2.00,92.00,0.02%,Confectionry
CAD BUTTONS GIANT 119G,74.00,2.00,2.00,148.00,0.03%,Confectionry
CAD BUTTONS MIXED  POUCH 115G,71.00,2.00,2.00,142.00,0.03%,Confectionry
CAD CRUNCHIE ROCKS POUCH 110G,37.00,2.00,2.00,74.00,0.02%,Confectionry
CAD CURLYWURLY SQUIRLIES 110G,72.00,2.00,2.00,144.00,0.03%,Confectionry
CAD D MILK MINI EGGS BAG 93G,14.00,1.94,2.19,27.21,0.01%,Confectionry
CAD DAIM  MINI EGGS BAG 86G,3.00,2.25,2.25,6.75,0.00%,Confectionry
CAD DINKY DECKER BITES 120G  1,5.00,2.00,2.00,10.00,0.00%,Confectionry
CAD ECLAIRS CHOC 166G,35.00,2.23,2.59,78.10,0.02%,Confectionry
CAD FUDGE MINIS 120G,25.00,2.00,3.85,50.00,0.01%,Confectionry
CAD OREO MINI EGGS 82G,62.00,2.03,2.25,126.00,0.03%,Confectionry
CAD PICNIC BITES POUCH 110G,20.00,3.22,3.85,64.48,0.02%,Confectionry
CAD TWIRL BITE POUCH 109G,58.00,2.00,2.00,116.00,0.03%,Confectionry
CAD WISPA BITES POUCH 110G,41.00,2.00,2.00,82.00,0.02%,Confectionry
FOXS GLACIER MINTS 200G,2.00,2.79,2.85,5.58,0.00%,Confectionry
GALAXY COUNTERS POUCH 112G,17.00,3.05,3.45,51.85,0.01%,Confectionry
GHOSTBUSTER SLIMR JELLIES 200G,9.00,1.50,1.50,13.50,0.00%,Confectionry
HARIBO HAPPY COLA 160G,16.00,1.50,1.50,24.00,0.01%,Confectionry
HARIBO JELLY BABIES BAG 150G,11.00,1.50,1.50,16.50,0.00%,Confectionry
HARIBO MAOAM STRIPES 160G,1.00,1.50,1.50,1.50,0.00%,Confectionry
HARIBO TANGFASTICS 140G,43.00,1.50,1.00,64.50,0.02%,Confectionry
HARIBO WINE GUMS 160G,11.00,1.50,1.50,16.50,0.00%,Confectionry
KINDER CHOCOBONS POUCH 104G,36.00,2.99,2.99,107.64,0.03%,Confectionry
KIT KAT BITE PEANUT POUCH 104G,32.00,2.04,2.65,65.30,0.02%,Confectionry
KIT KAT BITES POUCH 104G,23.00,2.13,2.29,49.00,0.01%,Confectionry
LEMONS ORCHARD JELLIES 200G,7.00,2.65,2.65,18.55,0.00%,Confectionry
LEMONS REAL FRIUT JELLIES 200G,7.00,2.85,2.85,19.95,0.00%,Confectionry
M&M PEANUT POUCH 140G,17.00,3.45,3.45,58.65,0.01%,Confectionry
MALTESERS POUCH 93G 93G,40.00,3.25,3.45,130.00,0.03%,Confectionry
MAYNARD BASS TANG WINEGUM 130G,12.00,1.00,1.00,12.00,0.00%,Confectionry
MAYNARD BASSET JELY BABIE 130G,8.00,1.49,1.65,11.92,0.00%,Confectionry
MAYNARD BASSET LIQ ALLSOR 130G,13.00,1.49,1.65,19.37,0.00%,Confectionry
MAYNARD BASSETT WINE GUM 130G,10.00,1.65,1.65,16.50,0.00%,Confectionry
NATURAL JUNGLE JELLIES 130G  1,8.00,1.60,1.50,12.80,0.00%,Confectionry
NATURAL PARTY MIX 130G  10,27.00,1.75,1.50,47.25,0.01%,Confectionry
OATFIELD EMERALD CARAMELS 150G,14.00,2.65,2.65,37.10,0.01%,Confectionry
OATFIELD GLUCOSE BARLEY 150G,1.00,2.65,2.65,2.65,0.00%,Confectionry
REVELS POUCH 101G,17.00,3.35,3.45,56.95,0.01%,Confectionry
RIESEN CHOC CHEW BAG 135G,21.00,2.25,2.25,47.25,0.01%,Confectionry
RITCHIE MILKY MINTS 100G,8.00,1.50,1.58,12.00,0.00%,Confectionry
ROLO POUCH BAG 126G,32.00,2.11,2.70,67.50,0.02%,Confectionry
ROWN FRUIT PASTILLE BAG 150G,1.00,2.25,2.45,2.25,0.00%,Confectionry
ROWN JELLY TOTS HBAG 150G,1.00,2.25,2.45,2.25,0.00%,Confectionry
ROWN RANDOMS BAG 150G,3.00,2.25,2.25,6.75,0.00%,Confectionry
SCOTS CLAN BAG 160G,8.00,2.85,2.85,22.80,0.01%,Confectionry
SKITTLES FRUIT POUCH 174G,22.00,2.39,2.39,52.58,0.01%,Confectionry
SKITTLES WILDBERRY POUCH 174G,7.00,2.39,2.39,16.73,0.00%,Confectionry
SMARTIES POUCH BAG 125G,4.00,2.65,2.65,10.60,0.00%,Confectionry
TROLLI PINGUMMI BAG 100G 100G,12.00,1.00,1.00,12.00,0.00%,Confectionry
TROLLI SOUR OCTOPUS 100G 100G,11.00,1.00,1.00,11.00,0.00%,Confectionry
WERTHERS ORIGINAL BUTTER 135G,6.00,2.15,2.15,12.90,0.00%,Confectionry
YORKIE MAN SIZE DISCS 120G,33.00,2.04,2.70,67.40,0.02%,Confectionry
YORKSHIRE TOFFEE BAG 180G,13.00,2.85,2.85,37.05,0.01%,Confectionry
BARRATT FIZZY COLA POP KG 120,124.00,0.10,0.10,12.40,0.00%,Confectionry
BAZOOKA PEPPA PIG CANDY 12G,17.00,1.85,1.85,31.45,0.01%,Confectionry
CAD CHOMP 40C 23G,132.00,0.40,0.40,52.80,0.01%,Confectionry
CAD DM OREO 41G 41G   36,24.00,1.25,1.25,30.00,0.01%,Confectionry
CAD FREDDO CARAMEL 40C 19G   6,82.00,0.40,0.40,32.80,0.01%,Confectionry
CANDY LAND FLUMP 20G,37.00,0.35,0.35,12.95,0.00%,Confectionry
CANDY LAND REFRESHERS RO ROLL,38.00,0.65,0.65,24.70,0.01%,Confectionry
CANDY LAND WHAM BAR ORG C 25G,8.00,0.35,0.35,2.80,0.00%,Confectionry
CANDYLAND SHERBET FOUNTAI 25G,27.00,0.65,0.65,17.55,0.00%,Confectionry
CHEWITS FRUIT SALAD 30G,29.00,0.65,0.65,18.85,0.00%,Confectionry
CHEWITS STRAWBERRY 30G,47.00,0.65,0.65,30.55,0.01%,Confectionry
CHEWITS XTREME SOUR APPL 31G,29.00,0.75,0.75,21.75,0.01%,Confectionry
CHEWITS XTREME SOURTUTTI PK,28.00,0.75,0.75,21.00,0.01%,Confectionry
CHUPA CHUP BARCODE WHEEL 12G,106.00,0.35,0.35,37.10,0.01%,Confectionry
CHUPA CHUPS TROLLS TIN150 12G,8.00,0.35,0.35,2.80,0.00%,Confectionry
DISNEY EGG,24.00,1.20,1.20,28.80,0.01%,Confectionry
DOBSONS LOLLY,371.00,0.35,0.35,129.85,0.03%,Confectionry
HERSHEY REESES STUFF CUP 42G,56.00,1.25,1.25,70.00,0.02%,Confectionry
JUICY DROP POP 26G,12.00,2.30,2.30,27.60,0.01%,Confectionry
KP CHOC DIPS WHITE 32G,5.00,1.55,1.55,7.75,0.00%,Confectionry
LION BAR STANDARD 50G,46.00,1.25,1.25,57.50,0.01%,Confectionry
MILLIONS TUBES APPLE 60G,21.00,1.30,1.36,27.30,0.01%,Confectionry
MILLIONS TUBES COLA 60G,22.00,1.30,1.30,28.60,0.01%,Confectionry
MILLIONS TUBES STRAWBERRY 60G,22.00,1.30,1.30,28.60,0.01%,Confectionry
SPAR MYSTERY EGG 20G   24,2.00,0.79,0.79,1.58,0.00%,Confectionry
SWIZ  MAT FUN GUM MIX 40G,39.00,0.55,0.55,21.45,0.01%,Confectionry
SWIZ DRUMSTICK LOLLIPOP 14G,46.00,0.30,0.30,13.80,0.00%,Confectionry
SWIZ FUN GUMS TEETH BRUSH 37G,52.00,0.65,0.65,33.80,0.01%,Confectionry
SWIZ LOVE HEART LIPSTICK 6G,41.00,0.35,0.35,14.35,0.00%,Confectionry
SWIZ REFRESHER BAR 18G,31.00,0.30,0.30,9.30,0.00%,Confectionry
SWIZZEL SQ DRUMSTICKS 45G,23.00,0.75,0.75,17.25,0.00%,Confectionry
TIC TAC LIME/ORANGE 18G,3.00,1.00,1.00,3.00,0.00%,Confectionry
TOPPS BIG BABY POP RAINBO 37G,12.00,1.30,1.30,15.60,0.00%,Confectionry
TOPPS PUSH POP ORIGINAL 15G,12.00,0.90,0.90,10.80,0.00%,Confectionry
TOXIC WASTE CHEW BAR,12.00,0.40,0.40,4.80,0.00%,Confectionry
TOXIC WASTE RED SOUR CANDY 42G,10.00,1.80,1.80,18.00,0.00%,Confectionry
TREBOR SOFT PPMINT ROLL 44G,100.00,1.10,1.25,110.00,0.03%,Confectionry
TWIX EXTRA 75G,192.00,1.35,1.60,259.20,0.06%,Confectionry
YORKIE MILK 46G 46G,54.00,1.25,1.25,67.50,0.02%,Confectionry
ZAINI SURP EGG PAW PATROL 20G,21.00,1.25,1.25,26.25,0.01%,Confectionry
ZAINI SURPRISE EGG DOC MCSTUFF,10.00,1.25,1.25,12.50,0.00%,Confectionry
ZED CANDY GOLFBALLS 28G,82.00,0.35,0.35,28.70,0.01%,Confectionry
ZED CANDY JAWBREAKER STEA 41.3,37.00,0.60,0.60,22.20,0.01%,Confectionry
ZED CANDY RAINBLO 4BALL 28G,26.00,0.35,0.35,9.10,0.00%,Confectionry
ZED CANDY ZAPPERS 35G,29.00,0.50,0.50,14.50,0.00%,Confectionry
ZED JAWBREAKER POP 60G,6.00,0.85,0.85,5.10,0.00%,Confectionry
FULFIL PRO BAR COCNUT CHO 60G,17.00,2.70,2.00,45.95,0.01%,Confectionry
FULFIL PRO BAR COOKIE CRM 55G,28.00,2.72,2.00,76.20,0.02%,Confectionry
FULFIL PRO BAR DCHOC&MINT 55G,29.00,2.75,2.00,79.75,0.02%,Confectionry
FULFIL PRO BAR MCHOC&MINT 55G,22.00,2.64,2.00,58.09,0.01%,Confectionry
FULFIL PRO BAR PEANUT CAR 55G,97.00,2.68,2.00,259.51,0.06%,Confectionry
FULFIL PRO BAR STRAW VAN 60G,17.00,2.70,2.00,45.95,0.01%,Confectionry
FULFIL PRO BAR TRIPLE CHO 55G,12.00,2.49,2.00,29.88,0.01%,Confectionry
FULFIL PRO BAR WCHOC COOK 55G,39.00,2.56,2.00,99.97,0.02%,Confectionry
NUTRAMINO BAR COCONUT 49G   20,27.00,2.35,2.55,63.45,0.02%,Confectionry
AERO BUBBLY MILK BAR 36G,62.00,1.20,1.20,74.40,0.02%,Confectionry
AERO BUBBLY MINT BAR 36G,50.00,1.20,1.20,60.00,0.01%,Confectionry
AFTER EIGHT CARTON 300G,12.00,5.50,6.50,66.00,0.02%,Confectionry
BELVITA SBERRY DUO YOG 50.6G,10.00,1.20,1.20,12.00,0.00%,Confectionry
CAD BUTTONS MILK 30G,69.00,1.15,1.15,79.35,0.02%,Confectionry
CAD CARAMEL NIBBLES POUCH 120G,27.00,2.00,2.00,54.00,0.01%,Confectionry
CAD D/MILK SPRING EDT BAR 100G,5.00,2.25,2.25,11.25,0.00%,Confectionry
CAD DAIM BAR 120G,17.00,2.70,2.70,45.90,0.01%,Confectionry
CAD DAIRY MILK 110G 110G,22.00,2.40,2.70,52.80,0.01%,Confectionry
CAD DM MEDLEY FUDGE 93G   18,5.00,2.75,2.75,13.75,0.00%,Confectionry
CAD DOUBLE DECKER DUO 80G,87.00,1.50,1.50,130.50,0.03%,Confectionry
CAD FRUIT NUT 110G 110G,14.00,2.65,2.70,37.10,0.01%,Confectionry
CAD HEROES CTN 290G   6,6.00,4.50,8.49,27.00,0.01%,Confectionry
CAD MILK TRAY 360G 360G,31.00,7.42,13.49,229.98,0.05%,Confectionry
CAD MILK TRAY CASKET STD 530G,4.00,10.00,22.67,40.00,0.01%,Confectionry
CAD ROSES CTN 290G   6,20.00,4.90,8.49,97.98,0.02%,Confectionry
CAD SNACK SANDWICH 22G,140.00,0.89,0.89,124.60,0.03%,Confectionry
CAD WHOLENUT BAR 120G 120G,14.00,2.65,2.70,37.10,0.01%,Confectionry
DAIRY BOX MED 360G,17.00,7.78,10.99,132.33,0.03%,Confectionry
FERRERO ROCHER T24 300G  6,10.00,8.08,11.95,80.84,0.02%,Confectionry
FRYS TURKISH DELIGHT 51G,113.00,1.55,1.60,175.15,0.04%,Confectionry
GALAXY CARAMEL LARGE BAR 135G,13.00,2.29,2.29,29.77,0.01%,Confectionry
GALAXY MILK CHOC 114G,39.00,2.25,2.25,87.75,0.02%,Confectionry
GALAXY MINSTRELS POUCH 118G,15.00,3.30,3.45,49.50,0.01%,Confectionry
HERSHEY COOKIES&CREAM BAR 40G,96.00,1.35,1.35,129.60,0.03%,Confectionry
HERSHEY REESES NUTRAGEOUS 47G,65.00,1.25,1.59,81.25,0.02%,Confectionry
HERSHEY REESES STICKS 42G,30.00,1.35,1.49,40.50,0.01%,Confectionry
HERSHEY REESES TRIPLE CUP 51G,100.00,1.35,1.35,135.00,0.03%,Confectionry
LINDOR ASSOR CORNET 200G,3.00,7.50,7.50,22.50,0.01%,Confectionry
LINDOR MILK CORNET 200G,11.00,6.77,7.50,74.50,0.02%,Confectionry
M&M CHOCO 45G,28.00,1.15,1.20,32.20,0.01%,Confectionry
M&M PEANUT 45G,67.00,1.15,1.20,77.05,0.02%,Confectionry
MALTESERS BOX LARGE 360G,8.00,6.49,6.49,51.92,0.01%,Confectionry
MILKA HAPPY COWS 100G,128.00,1.00,1.00,128.00,0.03%,Confectionry
MILKA MIX HOD 100G,195.00,1.00,1.00,195.00,0.05%,Confectionry
MILKA NOISETTE 100G,214.00,1.00,1.00,214.00,0.05%,Confectionry
MILKA WHITE 100G,111.00,1.00,1.00,111.00,0.03%,Confectionry
NESTLE CRUNCH MILK BAR100 100G,5.00,1.75,1.95,8.75,0.00%,Confectionry
OATFIELD FRUIT JELLIES 240G,3.00,6.50,6.50,19.50,0.00%,Confectionry
SNICKERS STD BAR 48G,136.00,1.35,1.35,183.60,0.04%,Confectionry
STEENLAND CHOCOLATE MONEY,37.00,0.99,0.99,36.63,0.01%,Confectionry
TOFFEE CRISP 38G,24.00,1.20,1.20,28.80,0.01%,Confectionry
TWIX TWIN BARS 50G,150.00,1.25,1.25,187.50,0.04%,Confectionry
YORKIE DUO 72G,74.00,1.35,1.35,99.90,0.02%,Confectionry
YORKIE RAISIN BISCUIT 44G 44G,42.00,1.25,1.25,52.50,0.01%,Confectionry
DORITOS DIP SALSA HOT 300G,10.00,2.70,3.00,27.00,0.01%,Confectionry
DORITOS DIP SOUR CREAM 300G,4.00,2.25,3.00,9.00,0.00%,Confectionry
EAT NAT CRANBR MACAD DARK 45G,8.00,1.75,1.75,14.00,0.00%,Confectionry
FF RSTD & SALTED CASHEWS 30G,6.00,1.00,1.00,6.00,0.00%,Confectionry
HULA HOOPS MEATY,8.00,2.00,2.00,16.00,0.00%,Confectionry
HUNKY DORY ASST 6PK 2 150G,32.00,2.00,2.00,64.00,0.02%,Confectionry
KEOGHS CHORIZO&TOMATO 125G,4.00,2.00,1.48,8.00,0.00%,Confectionry
KEOGHS CRINKL CHEES&ONION 125G,12.00,2.00,3.10,24.00,0.01%,Confectionry
KEOGHS SOUR CREAM 125G,27.00,2.00,3.10,54.00,0.01%,Confectionry
KEOGHS TURKEY & STUFFING 125G,5.00,2.00,3.10,10.00,0.00%,Confectionry
KING CRISP C&O 8PK 2 200G,65.00,2.00,2.00,130.00,0.03%,Confectionry
MUNCHERS TOFFE POPCOR 33 150G,23.00,1.79,1.79,41.17,0.01%,Confectionry
O DONNELLS BALLYMALOE 125G,30.00,1.50,2.80,45.00,0.01%,Confectionry
O DONNELLS BMALOE HOD 125G,40.00,1.50,2.80,60.00,0.01%,Confectionry
SPAR BACON FRIES 100G,17.00,1.09,1.09,18.53,0.00%,Confectionry
SPAR CHEESE PUFFS 100G,12.00,1.09,1.09,13.08,0.00%,Confectionry
SPAR DIP SALSA 315G,7.00,1.79,1.79,12.53,0.00%,Confectionry
SPAR DIP SOUR CREAM 300G,2.00,1.79,1.79,3.58,0.00%,Confectionry
SPAR ONION RINGS 100G,23.00,1.09,1.09,25.07,0.01%,Confectionry
SPAR PEANUTS SALTED BAG 250G,33.00,1.80,1.80,59.40,0.01%,Confectionry
SPAR SALT & VINEGAR STICK 100G,11.00,1.09,1.09,11.99,0.00%,Confectionry
SPAR SEL CAR & LIME POPC 130G,6.00,2.35,2.35,14.10,0.00%,Confectionry
SPAR SEL CRISP C&O 150G,14.00,1.63,2.40,22.80,0.01%,Confectionry
SPAR SEL SALTED BUTT POPC 55G,9.00,2.35,2.35,21.15,0.01%,Confectionry
